R0011001.png	-1.248544299	-0.554798492	8.910168132	-179.6967338	-6.799466692	1.71528857
R0011002.png	-1.744979343	0.09960749	8.154238442	-0.773560903	3.137943484	178.9642912
R0011003.png	-1.121641328	-0.006433568	12.81719278	-0.118336347	-3.776155388	178.4424224
R0011004.png	-0.855092961	0.001592366	19.55468905	-0.512372512	0.703415553	178.737593
R0011005.png	-3.409443215	0.222658754	20.46559257	0.695102623	30.40378224	178.6566737
R0011006.png	-2.814307135	0.177083262	21.19526737	95.31916126	87.76353938	85.85444274
R0011007.png	-1.895673305	0.133866409	28.24851072	151.3636247	85.38791714	28.56060958
R0011008.png	-1.826895193	0.131270326	28.50663525	178.9658909	25.23628126	3.121777741
R0011009.png	5.938350469	-0.051877546	20.71715589	155.2609992	87.48933028	26.37020241
R0011010.png	9.572411725	-0.132619413	20.34677938	166.405799	88.33557574	14.55815505
R0011011.png	9.624161711	-0.254431051	27.73319102	171.4385362	85.93951589	8.206403818
R0011012.png	15.7788417	-0.322317813	30.20123262	25.94139994	87.53121604	154.4511111
R0011013.png	23.88260236	-0.568803691	29.68097961	44.62746408	88.05552554	135.8480477
R0011014.png	14.31200799	-0.315864606	20.3914285	70.57963597	88.52100759	109.74291
R0011015.png	12.86556798	-0.256325536	20.80813982	179.3417652	36.74916572	2.235495795
R0011016.png	17.94715707	-0.368139357	23.07689007	120.8466333	88.10077534	59.58406584
R0011017.png	19.19366804	-0.538213027	26.76552029	87.7963575	88.49894576	92.49225622
R0011018.png	17.57976865	-0.482074172	30.80431381	0.911141318	36.55476414	177.9203802
R0011019.png	28.12641985	-0.878199227	14.22974677	-0.042503671	3.223905099	178.3526097
R0011020.png	26.63735265	-0.850553312	21.72229603	-177.1949818	-53.02620322	3.670703468
